dataset,cell_id,cycle,voltage_v,current_a,temperature_c,soc,capacity_ah,speed_kmh,distance_km,usage_profile,power_w,soc_band,mode_guess,aggressive_discharge_event,fast_charge_flag,high_temp_flag,deep_discharge_flag,high_soc_flag,stress_score,stress_rolling_mean,stress_rolling_std,temp_rolling_mean,temp_rolling_max,battery_age_factor,cycle_stress_index
simulated,SIM000,65,3.554077920285161,0.9723684198815266,26.66787584207943,12.228335954676698,1.9771400000000015,0.0,41.739305049128994,gentle,3.455873131483504,low_0_20,charge,0,0,0,1,0,15.0,4.4,12.398156544998361,27.55551991287081,46.70213095070785,0.1625,2.4375
simulated,SIM000,66,3.563863393690195,0.5713899783463021,24.316837937321132,12.778493909293156,1.9766600000000014,0.0,41.739305049128994,gentle,2.0363558273498192,low_0_20,charge,0,0,0,1,0,15.0,4.7,12.470782179288728,27.523054768190768,46.70213095070785,0.165,2.475
simulated,SIM000,67,3.5434106211813177,-1.0399349637759998,27.0437266023503,12.11954314006939,1.9761800000000014,41.930070865014216,42.499206265097065,gentle,-3.6849165959816865,low_0_20,discharge,0,0,0,1,0,15.0,5.0,12.535663410560174,27.588998035689773,46.70213095070785,0.1675,2.5125
simulated,SIM000,68,3.5623823134459895,0.8499125773989187,26.947565225811083,12.812911147741014,1.9757000000000013,0.0,42.499206265097065,gentle,3.0277135337012036,low_0_20,charge,0,0,0,1,0,15.0,5.3,12.592919941501306,27.617223197041024,46.70213095070785,0.17,2.5500000000000003
simulated,SIM000,69,3.545762280400103,-1.0571872243552471,26.057051761134304,11.79397200828609,1.9752200000000013,72.84115464832826,43.825155042621844,gentle,-3.7485345834397164,low_0_20,discharge,0,0,0,1,0,15.0,5.6,12.64265536562148,27.560217631902518,46.70213095070785,0.1725,2.5875
simulated,SIM000,70,3.5492693275270413,-0.5662598736554512,26.923001373365892,11.377463944329726,1.9747400000000013,37.24427086964299,44.13420344291345,gentle,-2.0098088009746307,low_0_20,discharge,0,0,0,1,0,15.0,5.9,12.684958149923322,27.52914844907212,46.70213095070785,0.175,2.625
simulated,SIM000,71,3.5747610146532076,0.7170331599012207,25.075161197627775,12.009323163241012,1.9742600000000012,0.0,44.13420344291345,gentle,2.5632221862284834,low_0_20,charge,0,0,0,1,0,15.0,6.2,12.719902451172608,27.46947291933856,46.70213095070785,0.1775,2.6624999999999996
simulated,SIM000,72,3.5821028495083116,-1.6549918079460797,29.631433473989144,10.539229723337838,1.9737800000000012,106.68901011944416,45.988891814761125,gentle,-5.928350871156565,low_0_20,discharge,0,0,0,1,0,15.0,6.5,12.747548783981962,27.469863300709527,46.70213095070785,0.18,2.6999999999999997
simulated,SIM000,73,3.511472794655265,-1.2811536142235351,26.21002221834778,9.273544698045333,1.9733000000000012,108.61202732884621,47.23344868230243,gentle,-4.49873606212021,low_0_20,discharge,0,0,0,1,0,15.0,6.8,12.76794455514533,27.502983549439477,46.70213095070785,0.1825,2.7375
simulated,SIM000,74,3.5189514961491017,-1.7783102542423894,30.353325705254775,7.87581171946002,1.9728200000000011,108.01252811664563,48.63101328134506,gentle,-6.2577875297835455,low_0_20,discharge,0,0,0,1,0,15.0,7.1,12.781124475457661,27.609964891076437,46.70213095070785,0.185,2.775
simulated,SIM000,75,3.499256525506475,-1.5338746359261475,27.703713399974003,6.9328035536140815,1.972340000000001,53.54321071760608,49.09064863786262,gentle,-5.36742082907344,low_0_20,discharge,0,0,0,1,0,15.0,7.4,12.787110857485855,27.682575859718604,46.70213095070785,0.1875,2.8125
simulated,SIM000,76,3.523185740865358,-1.409147202714765,27.549413890228674,5.63589684648491,1.971860000000001,24.406733884095132,49.354593352974824,gentle,-4.964687331384966,low_0_20,discharge,0,0,0,1,0,15.0,7.7,12.785913805306787,27.723685810924124,46.70213095070785,0.19,2.85
simulated,SIM000,77,3.553714571057603,-0.3444109336929198,23.185688208434843,5.373957789341237,1.971380000000001,100.60713932453271,50.97027898876351,gentle,-1.223938153496083,low_0_20,discharge,0,0,0,1,0,15.0,8.0,12.777531299998799,27.61261706825724,46.70213095070785,0.1925,2.8875
simulated,SIM000,78,3.5028261266795346,1.1854803763247235,26.914096428057405,6.273471879492896,1.970900000000001,0.0,50.97027898876351,gentle,4.152531634856128,low_0_20,charge,0,0,0,1,0,15.0,8.3,12.76194918258083,27.593880440884746,46.70213095070785,0.195,2.9250000000000003
simulated,SIM000,79,3.52342911924976,1.3764587214623514,28.611377436861687,7.54390562278247,1.970420000000001,0.0,50.97027898876351,gentle,4.8498547406457435,low_0_20,charge,0,0,0,1,0,15.0,8.6,12.739141034061687,27.551081070915625,46.70213095070785,0.1975,2.9625000000000004
simulated,SIM000,80,3.5203664130259633,-1.7963700558943758,31.186595381971827,5.9624669255155425,1.969940000000001,73.56915563720347,51.90522738823384,gentle,-6.323880810136133,low_0_20,discharge,0,0,0,1,0,15.0,8.9,12.709067950218273,27.652363193684312,46.70213095070785,0.2,3.0
simulated,SIM000,81,3.5495644149253742,0.6029685565331724,26.35516248639428,6.328509547185533,1.9694600000000009,0.0,51.90522738823384,gentle,2.1402757315890675,low_0_20,charge,0,0,0,1,0,15.0,9.2,12.671678206592393,27.643799840285933,46.70213095070785,0.2025,3.0375
simulated,SIM000,82,3.5302926062877495,-1.4279446823623734,25.861964362111344,5.162817394309733,1.9689800000000008,45.60867876006427,52.76102688444288,gentle,-5.041062554331796,low_0_20,discharge,0,0,0,1,0,15.0,9.5,12.626906806902635,27.642310788107373,46.70213095070785,0.205,3.0749999999999997
simulated,SIM000,83,3.564216545205147,-1.1861171912456492,27.511040126450816,4.141124887866295,1.9685000000000008,46.9444962363343,53.27255593239662,gentle,-4.2275785175900005,low_0_20,discharge,0,0,0,1,0,15.0,9.8,12.574674905523079,27.640552441690744,46.70213095070785,0.2075,3.1125
simulated,SIM000,84,3.5024055614104794,-1.4757361640635704,27.77372466611538,2.9969062071796655,1.9680200000000008,62.86315777280531,54.52582231034132,gentle,-5.168626548190817,low_0_20,discharge,0,0,0,1,0,15.0,10.1,12.51488909178151,27.67318119901214,46.70213095070785,0.21,3.15
simulated,SIM000,85,3.5360548303453108,1.2793831898459975,27.329294068716695,4.253439320628253,1.9675400000000007,0.0,54.52582231034132,gentle,4.523969108317531,low_0_20,charge,0,0,0,1,0,15.0,10.4,12.447440520452552,27.68674608562395,46.70213095070785,0.2125,3.1875
simulated,SIM000,86,3.5140019205654602,0.3616186399572704,24.650968870479357,4.50600341395914,1.9670600000000007,0.0,54.52582231034132,gentle,1.270728595322118,low_0_20,charge,0,0,0,1,0,15.0,10.7,12.37220386881127,27.616885725410693,46.70213095070785,0.215,3.225
simulated,SIM000,87,3.501221825396965,0.46740055237384004,24.753433043796512,4.8583307688485045,1.9665800000000007,0.0,54.52582231034132,gentle,1.636473015173886,low_0_20,charge,0,0,0,1,0,15.0,11.0,12.289036095775181,27.605788142001042,46.70213095070785,0.2175,3.2625
simulated,SIM000,88,3.521413882358718,0.9249144496037218,25.455949065874087,5.413893843620734,1.9661000000000006,0.0,54.52582231034132,gentle,3.2570065828287187,low_0_20,charge,0,0,0,1,0,15.0,11.3,12.19777497274459,27.60402966559829,46.70213095070785,0.22,3.3
simulated,SIM000,89,3.4735698284891834,-0.7996412415159567,27.53566615210668,4.796146349155446,1.9656200000000006,90.25230237739258,56.15888758441201,gentle,-2.7776096901454594,low_0_20,discharge,0,0,0,1,0,15.0,11.6,12.09823734842293,27.594211650064068,46.70213095070785,0.2225,3.3375
simulated,SIM000,90,3.518468429185534,-0.6423793131951308,26.70737154907039,4.3257356417062525,1.9651400000000006,103.73461558302354,57.04922430841317,gentle,-2.260191333038954,low_0_20,discharge,0,0,0,1,0,15.0,11.9,11.990217100722113,27.57061504929706,46.70213095070785,0.225,3.375
simulated,SIM000,91,3.480554591108627,3.394470151589888,37.4239216843951,6.374990553861,1.9641800000000005,0.0,57.04922430841317,gentle,11.81463867049738,low_0_20,charge,0,1,0,1,0,35.0,12.6,12.29899614287479,27.769231335957592,46.70213095070785,0.2275,7.9625
simulated,SIM000,92,3.513609997198174,-1.1852930741491892,28.0280747485407,5.261082782471917,1.9637000000000004,20.42672536206865,57.421816634250085,gentle,-4.164657594940348,low_0_20,discharge,0,0,0,1,0,15.0,12.9,12.167621805766451,27.783954520505517,46.70213095070785,0.23,3.45
simulated,SIM000,93,3.549013227895264,1.6781905213540214,30.315115383718567,6.573063556038775,1.9632200000000004,0.0,57.421816634250085,gentle,5.955920359213871,low_0_20,charge,0,0,0,1,0,15.0,13.2,12.027180102770965,27.80813293749762,46.70213095070785,0.2325,3.4875000000000003
simulated,SIM000,94,3.5461303351223035,1.4988202833622366,28.207879872329404,7.832512599054122,1.9627400000000004,0.0,57.421816634250085,gentle,5.315012073727434,low_0_20,charge,0,0,0,1,0,15.0,13.5,11.877349391654208,27.82309303345416,46.70213095070785,0.235,3.525
