cell_id,cycle,capacity_ah,mean_voltage_v,min_voltage_v,mean_current_a,min_current_a,resistance_ohm,cycle_duration_s,n_samples,arbin_cycle_index,dataset,cohort
CS2_24,28,0.9142850592783436,3.782761659145355,2.699855327606201,-0.2197888792157173,-0.2201097905635833,0.0,14975.392955793068,500,2565.0,calce,CS2_Type6
CS2_24,29,0.9248359361996956,3.789916473415058,2.699855327606201,-0.2196826685087483,-0.2201097905635833,0.0,15155.535571640356,506,2665.0,calce,CS2_Type6
CS2_24,30,0.8969521224474015,3.780280167119324,2.699855327606201,-0.2197448345405749,-0.2201097905635833,0.0,14694.459572467951,491,2765.0,calce,CS2_Type6
CS2_24,31,0.9058860994974304,3.7846700496250585,2.699693441390991,-0.2197470463091327,-0.2201097905635833,0.0,14840.641688473524,496,2865.0,calce,CS2_Type6
CS2_24,32,0.9018780096474336,3.7789688887383774,2.699855327606201,-0.2197886641751899,-0.2201097905635833,0.0,14772.195898603648,494,2965.0,calce,CS2_Type6
CS2_24,33,0.8943971076023411,3.777336707893683,2.699855327606201,-0.2198001509114187,-0.2201097905635833,0.0,14648.89352691546,490,3065.0,calce,CS2_Type6
CS2_24,34,0.8918317243578989,3.7808358810964178,2.699855327606201,-0.2197813609401222,-0.2201097905635833,0.0,14608.14153572917,488,3111.0,calce,CS2_Type6
CS2_24,35,0.8924440674207761,3.781913427731255,2.699855327606201,-0.2197716159627969,-0.2201097905635833,0.0,14618.798616487533,489,3190.0,calce,CS2_Type6
CS2_24,36,1.0938045383829695,3.784913413491968,2.699855327606201,-0.2696104795761304,-0.2699567675590515,0.0631872117519378,14605.129888582976,1460,4990.0,calce,CS2_Type6
CS2_25,1,1.1027777950618525,3.79773763281789,2.699873447418213,-0.2199809944649438,-0.2202794253826141,0.0,18047.008040413493,603,1.0,calce,CS2_Type6
CS2_25,2,1.1027777950618525,3.79773763281789,2.699873447418213,-0.2199809944649438,-0.2202794253826141,0.0,18047.008040413493,603,97.0,calce,CS2_Type6
CS2_25,3,1.0705775761974374,3.8007239830799593,2.699873447418213,-0.2199591491721634,-0.2202794253826141,0.0,17521.773671590257,585,197.0,calce,CS2_Type6
CS2_25,4,1.046383278592356,3.802412164378,2.699873447418213,-0.2199525019297233,-0.2202794253826141,0.0,17126.34879277763,572,297.0,calce,CS2_Type6
CS2_25,5,1.0356655401990744,3.802828753373648,2.699873447418213,-0.2199563782912261,-0.2202794253826141,0.0,16950.62734363787,566,397.0,calce,CS2_Type6
CS2_25,6,1.0364380246627165,3.804916663985614,2.699873447418213,-0.2199314557265562,-0.2202794253826141,0.0,16965.17744783731,567,413.0,calce,CS2_Type6
CS2_25,7,1.0257185120000167,3.802400039054069,2.699873447418213,-0.2199419048115106,-0.2202794253826141,0.0,16788.90479972819,561,513.0,calce,CS2_Type6
CS2_25,8,1.0111249313618458,3.8019107703058888,2.699873447418213,-0.2199438831905344,-0.2202794253826141,0.0,16549.91637869738,553,613.0,calce,CS2_Type6
CS2_25,9,1.0392759155221916,3.800476227847623,2.699873447418213,-0.2199610147467801,-0.2202794253826141,0.0,17009.352024441585,568,713.0,calce,CS2_Type6
CS2_25,10,1.0262577281505794,3.80060875267056,2.699873447418213,-0.2199725006406532,-0.2202794253826141,0.0,16795.427002524957,561,813.0,calce,CS2_Type6
CS2_25,11,1.0019082409749436,3.798982266091953,2.699873447418213,-0.2199770888707933,-0.2202794253826141,0.0,16396.56817271281,548,913.0,calce,CS2_Type6
CS2_25,12,1.0174343942893675,3.7995924516547497,2.699873447418213,-0.2199820889253839,-0.2202794253826141,0.0,16650.28658016678,556,1013.0,calce,CS2_Type6
CS2_25,13,1.018352314817708,3.802020329333293,2.699873447418213,-0.2199625115259759,-0.2202794253826141,0.0,16666.797769119963,557,1113.0,calce,CS2_Type6
CS2_25,14,0.9833846009610234,3.790033099819736,2.699873447418213,-0.2200127763320522,-0.2202794253826141,0.0,16090.788903368635,538,1213.0,calce,CS2_Type6
CS2_25,15,0.9861496409748968,3.794404345231065,2.699873447418213,-0.220058523989343,-0.2202794253826141,0.0,16132.69849464111,539,1313.0,calce,CS2_Type6
CS2_25,16,0.966641797788186,3.786852125417103,2.699873447418213,-0.2200628187733166,-0.2204600870609283,0.0,15813.250980580226,528,1413.0,calce,CS2_Type6
CS2_25,17,0.9873666673830178,3.798453699217902,2.6997110843658447,-0.219986662434207,-0.2202794253826141,0.0,16157.914227735251,540,1513.0,calce,CS2_Type6
CS2_25,18,0.9891338213109764,3.7997373243356583,2.6997110843658447,-0.2199758486529595,-0.2202794253826141,0.0,16187.60235084407,541,1613.0,calce,CS2_Type6
CS2_25,19,0.9901973491793374,3.7931366570555567,2.699873447418213,-0.2201852459949398,-0.2204600870609283,0.0,16189.605743838474,541,1713.0,calce,CS2_Type6
CS2_25,20,0.9762877314927269,3.791454195976257,2.699873447418213,-0.2200517187571704,-0.2202794253826141,0.0,15971.885419171304,534,1813.0,calce,CS2_Type6
CS2_25,21,0.9625493195131968,3.790315820690344,2.699873447418213,-0.2200726434135165,-0.2204600870609283,0.0,15745.62023641728,526,1913.0,calce,CS2_Type6
CS2_25,22,0.9490146827540356,3.791723065752974,2.699873447418213,-0.220026338892865,-0.2204600870609283,0.0,15527.484308069572,519,2013.0,calce,CS2_Type6
CS2_25,23,0.9690345942219404,3.7975324234872496,2.699873447418213,-0.2199910246538666,-0.2202794253826141,0.0,15857.5888784267,530,2113.0,calce,CS2_Type6
CS2_25,24,0.9555074403380692,3.7894778808871448,2.699873447418213,-0.2200769429805178,-0.2204600870609283,0.0,15630.10123083368,522,2213.0,calce,CS2_Type6
CS2_25,25,0.9650307872717488,3.797892025022796,2.699873447418213,-0.2199940385409828,-0.2202794253826141,0.0,15791.902460753918,528,2313.0,calce,CS2_Type6
CS2_25,26,0.9400009487892116,3.791419079331572,2.699873447418213,-0.2200238769910215,-0.2202794253826141,0.0,15380.1541284509,514,2413.0,calce,CS2_Type6
CS2_25,27,1.1105037690234347,3.811187379431016,2.6999123096466064,-0.2201653631164296,-0.2205377519130706,0.0,18158.219939524308,606,2513.0,calce,CS2_Type6
CS2_25,28,0.9456172329044168,3.796473492506164,2.699873447418213,-0.2200211662100177,-0.2202794253826141,0.0,15472.257627423853,517,2613.0,calce,CS2_Type6
CS2_25,29,0.9547938733255305,3.79160151308067,2.699873447418213,-0.2200572139572823,-0.2202794253826141,0.0,15619.807194318622,522,2713.0,calce,CS2_Type6
CS2_25,30,0.9497917563925052,3.7896552696852783,2.699873447418213,-0.2200802980934723,-0.2204600870609283,0.0,15536.3627425842,519,2813.0,calce,CS2_Type6
CS2_25,31,0.9533285267520746,3.7934619753466,2.699873447418213,-0.220059561752312,-0.2202794253826141,0.0,15595.718873143196,521,2854.0,calce,CS2_Type6
CS2_25,32,0.9495690457608432,3.795715244289538,2.699873447418213,-0.220040960147661,-0.2202794253826141,0.0,15535.498937200757,519,2924.0,calce,CS2_Type6
CS2_25,33,0.9529295864508756,3.7865428654566378,2.699873447418213,-0.2200938937130908,-0.2204600870609283,0.0,15586.742117967457,521,3024.0,calce,CS2_Type6
CS2_25,34,0.9443528489885004,3.7817263252051294,2.699873447418213,-0.2201519710148951,-0.2204600870609283,0.0,15442.374657355247,516,3124.0,calce,CS2_Type6
CS2_25,35,0.9411134078469944,3.788960461950488,2.699873447418213,-0.220081524713262,-0.2204600870609283,0.0,15394.33280063048,514,3224.0,calce,CS2_Type6
CS2_25,36,0.9251290596120902,3.782767061188287,2.699873447418213,-0.22007982412228,-0.2204600870609283,0.0,15133.011774592102,506,3324.0,calce,CS2_Type6
CS2_25,37,0.9192850366285016,3.785555944974679,2.699873447418213,-0.2200983888302666,-0.2204600870609283,0.0,15036.134183898568,502,3424.0,calce,CS2_Type6
CS2_25,38,0.9173289873025317,3.7886738173990135,2.699855327606201,-0.2198119009455361,-0.2201097905635833,0.0,15023.688147921115,502,3524.0,calce,CS2_Type6
CS2_25,39,0.9236366269726272,3.792091899238556,2.699855327606201,-0.2197747078573279,-0.2201097905635833,0.0,15129.539854079483,506,3624.0,calce,CS2_Type6
CS2_25,40,0.9091856798624768,3.789230625313449,2.699855327606201,-0.219823024209484,-0.2201097905635833,0.0,14889.553808894008,498,3724.0,calce,CS2_Type6
CS2_25,41,0.904530347011752,3.790457387404008,2.699693441390991,-0.2197422705214433,-0.2201097905635833,0.0,14818.75406519696,495,3824.0,calce,CS2_Type6
CS2_25,42,0.9040765066714752,3.790639968351884,2.699855327606201,-0.2197260994802821,-0.2201097905635833,0.0,14812.449036739768,495,3924.0,calce,CS2_Type6
CS2_25,43,0.899605963675966,3.790879401909169,2.699855327606201,-0.2197238053317969,-0.2201097905635833,0.0,14739.33485671878,493,4024.0,calce,CS2_Type6
CS2_25,44,0.8942428299672674,3.783385225704738,2.699855327606201,-0.2197188431207014,-0.2201097905635833,0.0,14651.819008175284,490,4124.0,calce,CS2_Type6
CS2_25,45,1.1043642574657464,3.798706434889885,2.699873447418213,-0.2199701943320293,-0.2202794253826141,0.1009688675403595,18073.86978315562,1806,6724.0,calce,CS2_Type6
CS2_3,1,1.104292407028692,3.820229746868263,2.699781894683838,-0.1101246915894022,-0.110552117228508,0.0,36099.5670099193,3606,1.0,calce,CS2_Type3
CS2_3,2,1.112662906604682,3.802973626657206,2.699943780899048,-0.2199162807325907,-0.2205431759357452,0.0,18353.963773016643,1805,1.0,calce,CS2_Type3
CS2_3,3,1.1204802725232896,3.741979005932808,2.699943780899048,-0.5493847279912896,-0.5505163073539734,0.0,7482.071844167556,720,1.0,calce,CS2_Type3
CS2_3,4,1.1099312122787746,3.650310081073216,2.699781894683838,-1.09674111025674,-1.1002910137176514,0.0,3782.886575339944,350,1.0,calce,CS2_Type3
CS2_3,5,1.066880859353431,3.561910906704989,2.699781894683838,-1.6428658154877749,-1.6506074666976929,0.0,2477.2204861472856,220,1.0,calce,CS2_Type3
CS2_3,6,1.1084966449983258,3.825763519774092,2.699943780899048,-0.1101411986014203,-0.110552117228508,0.0,36231.5940881455,3619,2.0,calce,CS2_Type3
CS2_3,7,1.1145686252616172,3.808476944149068,2.699943780899048,-0.2199129257268742,-0.2203625589609146,0.0,18385.434166413383,1808,2.0,calce,CS2_Type3
CS2_3,8,1.1165178696430893,3.74376597597343,2.699943780899048,-0.5493009012280814,-0.5505163073539734,0.0,7457.197432476707,717,2.0,calce,CS2_Type3
CS2_3,9,1.0976931632330194,3.646000645753276,2.699943780899048,-1.0965351286651082,-1.1001102924346924,0.0,3743.4091318846913,346,2.0,calce,CS2_Type3
CS2_3,10,1.0132684495430306,3.54909896506713,2.699620008468628,-1.6421672971202776,-1.6504268646240234,0.0,2360.625460281415,208,2.0,calce,CS2_Type3
CS2_3,11,1.104691156407701,3.827188848887317,2.699943780899048,-0.1101462907628534,-0.110732726752758,0.0,36105.535733618686,3607,3.0,calce,CS2_Type3
CS2_3,12,1.1083805288483817,3.8069050288187127,2.699781894683838,-0.2198743333397076,-0.2203625589609146,0.0,18287.4172712905,1799,3.0,calce,CS2_Type3
CS2_3,13,1.102091690575684,3.825064663822103,2.699943780899048,-0.110103937711077,-0.110552117228508,0.0,36034.41509956622,3599,4.0,calce,CS2_Type3
CS2_3,14,1.109836854864319,3.8070654017868337,2.699943780899048,-0.2199047597281341,-0.2205431759357452,0.0,18308.760236389004,1801,4.0,calce,CS2_Type3
CS2_3,15,1.1165229108243078,3.750151994338096,2.699781894683838,-0.549365887748314,-0.5505163073539734,0.0,7456.379800521187,717,4.0,calce,CS2_Type3
CS2_3,16,1.1091024583016658,3.66051397391728,2.699781894683838,-1.0966967330660138,-1.1001102924346924,0.0,3780.337458938768,350,4.0,calce,CS2_Type3
CS2_3,17,1.062382287984066,3.5751142327643963,2.699943780899048,-1.6427727322600203,-1.6506074666976929,0.0,2467.501735763275,219,4.0,calce,CS2_Type3
CS2_3,18,1.1038697358011893,3.827065173118943,2.699943780899048,-0.1101369827047205,-0.110552117228508,0.0,36081.71976106195,3604,5.0,calce,CS2_Type3
CS2_3,19,1.1071445491101886,3.807656115572277,2.699781894683838,-0.2198885015745072,-0.2203625589609146,0.0,18265.891296939284,1796,5.0,calce,CS2_Type3
CS2_3,20,1.111177308094778,3.744908172877229,2.699781894683838,-0.5492965533118956,-0.550335705280304,0.0,7422.304541256744,714,5.0,calce,CS2_Type3
CS2_3,21,1.106981938913428,3.827261674717419,2.699943780899048,-0.1101214591460109,-0.110552117228508,0.0,36188.54355832189,3615,6.0,calce,CS2_Type3
CS2_3,22,1.1078534661202335,3.807872733231779,2.699943780899048,-0.219876874565614,-0.2203625589609146,0.0,18278.69444264227,1798,6.0,calce,CS2_Type3
CS2_3,23,1.1110024477792628,3.746775752356073,2.699943780899048,-0.549282894331534,-0.5505163073539734,0.0,7421.291632021894,714,6.0,calce,CS2_Type3
CS2_3,24,1.0931487724361548,3.649807534701582,2.699781894683838,-1.0964996386265409,-1.099929690361023,0.0,3728.6170095625566,345,6.0,calce,CS2_Type3
CS2_3,25,1.0042931526095795,3.558186411857605,2.699781894683838,-1.6420695689118023,-1.650246262550354,0.0,2341.085154289496,206,6.0,calce,CS2_Type3
CS2_3,26,1.1024101782737576,3.828006034957038,2.699943780899048,-0.1101095807614425,-0.110552117228508,0.0,36042.97341637255,3600,7.0,calce,CS2_Type3
CS2_3,27,1.108963532516311,3.810816384475055,2.699943780899048,-0.2198985285348796,-0.2203625589609146,0.0,18294.855856064474,1799,7.0,calce,CS2_Type3
CS2_3,28,1.11207954885662,3.74850593394592,2.699781894683838,-0.5492770766176763,-0.5505163073539734,0.0,7428.413990047877,714,7.0,calce,CS2_Type3
CS2_3,29,1.0935035495580083,3.653023195266724,2.699781894683838,-1.096498591657998,-1.099929690361023,0.0,3729.7551615147386,345,7.0,calce,CS2_Type3
CS2_3,30,1.0168538115901282,3.5607141524410704,2.699781894683838,-1.6421834755172,-1.650246262550354,0.0,2368.4879930309253,209,7.0,calce,CS2_Type3
CS2_3,31,1.0982245801880484,3.826878192035167,2.699781894683838,-0.1101207967787332,-0.110552117228508,0.0,35902.47679557209,3586,8.0,calce,CS2_Type3
CS2_3,32,1.1046513618195222,3.8082667339060983,2.699943780899048,-0.2198693019204906,-0.2203625589609146,0.0,18226.64330356312,1792,8.0,calce,CS2_Type3
CS2_3,33,1.1069394278770823,3.74324807302526,2.699943780899048,-0.5492642274553431,-0.5505163073539734,0.0,7394.945238529472,711,8.0,calce,CS2_Type3
CS2_3,34,1.103242278764286,3.8286504746144936,2.699943780899048,-0.1100909787537189,-0.110552117228508,0.0,36076.273517741705,3604,9.0,calce,CS2_Type3
CS2_3,35,1.1037027727333404,3.808565949674827,2.699781894683838,-0.2198814301102072,-0.2203625589609146,0.0,18210.244332275004,1791,9.0,calce,CS2_Type3
CS2_3,36,1.1105084924331805,3.752205960379409,2.699781894683838,-0.5493199191621778,-0.5505163073539734,0.0,7417.5636107777245,713,9.0,calce,CS2_Type3
CS2_3,37,1.0963680557399562,3.661399440958321,2.699296236038208,-1.0966202099888311,-1.1001102924346924,0.0,3738.7583353681257,346,9.0,calce,CS2_Type3
CS2_3,38,1.031056110243096,3.5755309383824185,2.699943780899048,-1.6424646169509527,-1.6506074666976929,0.0,2399.258233326604,212,9.0,calce,CS2_Type3
CS2_3,39,1.095394298407985,3.827697818075365,2.699943780899048,-0.1100916155265688,-0.110552117228508,0.0,35819.452589953435,3578,10.0,calce,CS2_Type3
CS2_3,40,1.0989025191363304,3.80543767797499,2.699943780899048,-0.2198330809477668,-0.2205431759357452,0.0,18135.57821623445,1783,10.0,calce,CS2_Type3
CS2_3,41,1.101856997420255,3.738130397715811,2.699943780899048,-0.5492168325657225,-0.550335705280304,0.0,7362.249126360286,708,10.0,calce,CS2_Type3
CS2_3,42,1.072811562947012,3.6366317914082456,2.699781894683838,-1.096339369666647,-1.099929690361023,0.0,3662.327899929369,338,10.0,calce,CS2_Type3
CS2_3,43,1.091596755923735,3.824987885126058,2.699943780899048,-0.1101193706062197,-0.110552117228508,0.0,35686.26178934937,3565,11.0,calce,CS2_Type3
CS2_3,44,1.094953769750932,3.799169784593126,2.699781894683838,-0.2198456238596776,-0.2203625589609146,0.0,18069.90056066611,1777,11.0,calce,CS2_Type3
CS2_3,45,1.098637266925048,3.724959679433374,2.699781894683838,-0.5492244069873442,-0.5505163073539734,0.0,7341.000182313612,706,11.0,calce,CS2_Type3
CS2_3,46,1.076827103463479,3.6151056507054498,2.699943780899048,-1.0963806741377886,-1.099929690361023,0.0,3675.4078774689697,340,11.0,calce,CS2_Type3
CS2_3,47,0.957369734016541,3.545389462490471,2.699943780899048,-1.64161552154288,-1.6504268646240234,0.0,2238.765105520375,196,11.0,calce,CS2_Type3
CS2_3,48,1.088536600019169,3.825627974379475,2.699943780899048,-0.1101855667202599,-0.110552117228508,0.0835240259766578,35564.85446363874,3553,12.0,calce,CS2_Type3
CS2_3,49,1.0923086889305962,3.8019491315695286,2.699943780899048,-0.2199215257780008,-0.2205431759357452,0.0835240259766578,18020.346133575546,1772,12.0,calce,CS2_Type3
CS2_3,50,1.0938705670077875,3.731286575651577,2.699781894683838,-0.5492865080677206,-0.550335705280304,0.0835240259766578,7308.995180130238,702,12.0,calce,CS2_Type3
CS2_3,51,1.0617178615379976,3.622252625849709,2.699943780899048,-1.0963697543784754,-1.099929690361023,0.0835240259766578,3625.8246511297766,335,12.0,calce,CS2_Type3
CS2_3,52,0.9315001156188378,3.540619717146221,2.699943780899048,-1.641359135351683,-1.6504268646240234,0.0835240259766578,2182.3132740734145,190,12.0,calce,CS2_Type3
CS2_3,53,1.086517028395883,3.826774582102874,2.699943780899048,-0.1102012972548414,-0.110552117228508,0.0418002754449844,35493.79421712831,3545,13.0,calce,CS2_Type3
CS2_3,54,1.0893856852057773,3.802440149472404,2.699781894683838,-0.2199337699687204,-0.2205431759357452,0.0418002754449844,17971.516959752655,1767,13.0,calce,CS2_Type3
CS2_3,55,1.093076035610087,3.735020323017044,2.699943780899048,-0.5493209819678228,-0.5505163073539734,0.0418002754449844,7303.311672822805,702,13.0,calce,CS2_Type3
CS2_3,56,1.0584946610789034,3.623076246884055,2.699943780899048,-1.096370991832482,-1.1001102924346924,0.0418002754449844,3615.219398744637,334,13.0,calce,CS2_Type3
CS2_3,57,0.8929881620372614,3.535177126035585,2.699781894683838,-1.6409417010925629,-1.650246262550354,0.0418002754449844,2098.3269330416806,182,13.0,calce,CS2_Type3
CS2_3,58,1.0840221361909623,3.8271058247458094,2.699943780899048,-0.1102059673447375,-0.110552117228508,0.0834858193993568,35410.79257719987,3537,14.0,calce,CS2_Type3
CS2_3,59,1.086682709743097,3.803821843273929,2.699943780899048,-0.2199463913730947,-0.2205431759357452,0.0834858193993568,17926.251436062623,1762,14.0,calce,CS2_Type3
CS2_3,60,1.0896477586762507,3.7343838214874263,2.699781894683838,-0.549325048838343,-0.5505163073539734,0.0834858193993568,7280.796897132415,700,14.0,calce,CS2_Type3
CS2_3,61,1.056927539441442,3.627364213044221,2.699781894683838,-1.096361389747253,-1.099929690361023,0.0834858193993568,3610.112432058202,333,14.0,calce,CS2_Type3
CS2_3,62,1.0818078519033991,3.826085822580218,2.699781894683838,-0.1102449987563981,-0.110552117228508,0.104452833533287,35325.93815071811,3529,15.0,calce,CS2_Type3
CS2_3,63,1.084180171724395,3.802052104296809,2.699943780899048,-0.2199562316987159,-0.2205431759357452,0.104452833533287,17884.504259280395,1758,15.0,calce,CS2_Type3
CS2_3,64,1.0862395756958565,3.730147113759001,2.699781894683838,-0.5493100751592234,-0.550335705280304,0.104452833533287,7258.588498158613,697,15.0,calce,CS2_Type3
CS2_3,65,1.083400696186385,3.826129262079781,2.699943780899048,-0.1102090924156268,-0.110552117228508,0.0835622698068618,35389.481138258474,3535,16.0,calce,CS2_Type3
CS2_3,66,1.0865466288311565,3.801672219688857,2.699943780899048,-0.2199374733579416,-0.2205431759357452,0.0835622698068618,17924.856679672142,1762,16.0,calce,CS2_Type3
CS2_3,67,1.0915612999327096,3.736070591440895,2.699781894683838,-0.5493842007940404,-0.5505163073539734,0.0835622698068618,7292.576609455515,701,16.0,calce,CS2_Type3
CS2_3,68,1.071556249054963,3.64153625979226,2.699943780899048,-1.0965931743559754,-1.1001102924346924,0.0835622698068618,3657.39529063832,338,16.0,calce,CS2_Type3
CS2_3,69,0.9639658971040456,3.541469888253645,2.699943780899048,-1.6418213242232198,-1.6504268646240234,0.0835622698068618,2252.9955017203465,198,16.0,calce,CS2_Type3
CS2_3,70,1.086066515909481,3.828456737212532,2.699943780899048,-0.1102449379918133,-0.110732726752758,0.0626716986298561,35465.00842807465,3543,17.0,calce,CS2_Type3
CS2_3,71,1.0877248856073418,3.805863333126856,2.699943780899048,-0.2199766578621604,-0.2205431759357452,0.0626716986298561,17940.99840740487,1764,17.0,calce,CS2_Type3
CS2_3,72,1.092029732549633,3.74123476949466,2.699943780899048,-0.5493574067631394,-0.5505163073539734,0.0626716986298561,7295.986507386202,701,17.0,calce,CS2_Type3
CS2_3,73,1.0655261026975331,3.635791148458208,2.699943780899048,-1.096445925178982,-1.1001102924346924,0.0626716986298561,3638.045786476694,336,17.0,calce,CS2_Type3
CS2_3,74,0.9430424481695172,3.539842947777071,2.699943780899048,-1.6415328485360416,-1.6507880687713623,0.0626716986298561,2207.4498943246435,193,17.0,calce,CS2_Type3
CS2_3,75,1.07955531391269,3.827693454857783,2.699943780899048,-0.1102184411170027,-0.110552117228508,0.0417620129883289,35260.873500799295,3522,18.0,calce,CS2_Type3
CS2_3,76,1.0821581125274051,3.804697697386783,2.699781894683838,-0.2199468924873575,-0.2203625589609146,0.0417620129883289,17852.158417189028,1755,18.0,calce,CS2_Type3
CS2_3,77,1.0850522604213246,3.736028420189703,2.699943780899048,-0.5493232899451016,-0.5505163073539734,0.0417620129883289,7250.655418393668,697,18.0,calce,CS2_Type3
CS2_3,78,1.0539413187870754,3.628078978463828,2.699943780899048,-1.0963566256574837,-1.099929690361023,0.0417620129883289,3600.295120205032,332,18.0,calce,CS2_Type3
CS2_3,79,1.079472746038142,3.828186373965162,2.699943780899048,-0.11023469662536,-0.110732726752758,0.0627004131674766,35252.9761536147,3522,19.0,calce,CS2_Type3
CS2_3,80,1.0824217542265586,3.805616714959807,2.699943780899048,-0.219969654103618,-0.2205431759357452,0.0627004131674766,17854.77198442933,1756,19.0,calce,CS2_Type3
CS2_3,81,1.086832211410423,3.740387482766094,2.699781894683838,-0.5493630342463026,-0.5505163073539734,0.0627004131674766,7261.815822916338,698,19.0,calce,CS2_Type3
CS2_3,82,1.0608800280652018,3.6363988629358257,2.699781894683838,-1.0964358788050577,-1.099929690361023,0.0627004131674766,3622.832043888978,334,19.0,calce,CS2_Type3
CS2_3,83,0.936832629514478,3.541113769014677,2.699943780899048,-1.641499697541197,-1.6504268646240234,0.0627004131674766,2193.8892858172767,192,19.0,calce,CS2_Type3
CS2_3,84,1.0756897914315018,3.827826145163968,2.699943780899048,-0.1102203876140959,-0.110732726752758,0.0626430213451385,35134.03282209858,3510,20.0,calce,CS2_Type3
